complaint_id,filed_on,resolved_on,ward,category,description,status,channel,priority,citizen_age,satisfaction_score
GRV-2525,2026-03-14,,Ward-17,Street Lighting,Broken street light reported multiple times,In Progress,Website,Low,18.0,nan
GRV-2526,2026-03-31,,Ward-16,Public Property,Tree fallen on parked vehicles,In Progress,Website,Medium,69.0,nan
GRV-2527,2025-04-26,2025-05-16,Ward-19,Sewage & Drainage,Manhole cover missing – safety hazard,Resolved,Mobile App,Low,31.0,2.0
GRV-2528,2025-12-28,2026-01-16,Ward-13,Waste Management,No waste bins available in the area,Closed,Walk-In,Medium,,1.0
GRV-2529,2025-04-23,,Ward-12,Street Lighting,Broken street light reported multiple times,Open,Phone Call,Medium,25.0,nan
GRV-2530,2025-10-22,,Ward-17,Waste Management,Garbage not collected for a week,Open,Phone Call,Low,37.0,nan
GRV-2531,2025-09-13,,Ward-11,Water Supply,Water pipeline leakage on main road,In Progress,Website,Medium,63.0,nan
GRV-2532,2024-12-21,,Ward-16,Street Lighting,Short circuit sparks from street light,In Progress,Phone Call,Low,68.0,nan
GRV-2533,2025-12-14,,Ward-09,Water Supply,Low water pressure in pipes,In Progress,Mobile App,Medium,52.0,nan
GRV-2534,2025-05-03,2025-05-25,Ward-17,Water Supply,Dirty/contaminated water coming from tap,Resolved,WhatsApp,Medium,72.0,5.0
GRV-2535,2026-01-21,2026-02-05,Ward-04,Noise & Pollution,Burning of garbage creating air pollution,Closed,Mobile App,Low,33.0,1.0
GRV-2536,2025-07-27,,Ward-07,Water Supply,Water meter not working properly,Open,Phone Call,Low,62.0,nan
GRV-2537,2025-07-05,,Ward-20,Public Property,Tree fallen on parked vehicles,Open,Walk-In,Critical,64.0,nan
GRV-2538,2024-12-16,2024-12-20,Ward-01,Noise & Pollution,Dust from road construction affecting residents,Closed,Phone Call,Low,,5.0
GRV-2539,2025-08-23,2025-09-18,Ward-19,Road & Infrastructure,Speed breaker removed without notice,Closed,,High,,5.0
GRV-2540,2025-11-28,2025-11-29,Ward-05,Water Supply,Water pipeline leakage on main road,Resolved,Website,Low,69.0,5.0
GRV-2541,2025-10-26,,,Public Property,Public toilet locked / not accessible,In Progress,WhatsApp,Medium,68.0,nan
GRV-2542,2025-06-03,2025-07-02,Ward-15,Sewage & Drainage,Manhole cover missing – safety hazard,Resolved,Phone Call,High,34.0,5.0
GRV-2543,2025-09-02,,Ward-14,Road & Infrastructure,Road completely waterlogged after rain,In Progress,Walk-In,Medium,73.0,nan
GRV-2544,2025-05-24,,Ward-05,Noise & Pollution,Dust from road construction affecting residents,Open,WhatsApp,High,35.0,nan
GRV-2545,2026-01-04,,Ward-12,Road & Infrastructure,Large pothole causing accidents on highway,In Progress,Phone Call,Low,38.0,nan
GRV-2546,2026-02-02,2026-02-06,,Street Lighting,Short circuit sparks from street light,Resolved,WhatsApp,Low,38.0,1.0
GRV-2547,2025-11-29,,Ward-02,Sewage & Drainage,Sewage overflowing onto road,In Progress,Walk-In,Low,45.0,nan
GRV-2548,2026-03-30,2026-04-04,Ward-20,Road & Infrastructure,Road construction debris not cleared,Resolved,WhatsApp,Medium,55.0,3.0
GRV-2549,2025-05-20,,Ward-13,Street Lighting,Short circuit sparks from street light,Open,Mobile App,Medium,69.0,nan
GRV-2550,2025-05-09,,Ward-19,Waste Management,No waste bins available in the area,Open,Website,Medium,62.0,nan
GRV-2551,2025-07-04,,Ward-18,Road & Infrastructure,Large pothole causing accidents on highway,Open,Walk-In,Low,,nan
GRV-2552,2024-10-27,,Ward-06,Public Property,Encroachment on footpath by shop owners,In Progress,Walk-In,Low,69.0,nan
GRV-2553,2025-01-28,,Ward-10,Street Lighting,Electric pole fallen on road – dangerous,Open,WhatsApp,Low,70.0,nan
GRV-2554,2025-06-12,,Ward-06,Water Supply,Dirty/contaminated water coming from tap,In Progress,Phone Call,High,71.0,nan
GRV-2555,2025-05-30,,Ward-04,Street Lighting,Short circuit sparks from street light,Open,Walk-In,Medium,35.0,nan
GRV-2556,2025-04-30,,Ward-07,Street Lighting,Street lights not working for 2 weeks,In Progress,Walk-In,High,20.0,nan
GRV-2557,2024-12-02,2024-12-11,Ward-16,Road & Infrastructure,Speed breaker removed without notice,Resolved,Walk-In,Medium,22.0,3.0
GRV-2558,2025-11-16,,,Road & Infrastructure,Road construction debris not cleared,Open,Website,Low,48.0,nan
GRV-2559,2025-08-27,,Ward-13,Water Supply,Low water pressure in pipes,In Progress,WhatsApp,High,71.0,nan
GRV-2560,2025-11-19,2025-11-27,Ward-16,Sewage & Drainage,Foul smell from open drainage channel,Closed,Website,Medium,61.0,3.0
GRV-2561,2025-01-13,,Ward-15,Water Supply,No water supply for 3 days,Open,Phone Call,High,58.0,nan
GRV-2562,2025-08-10,,Ward-06,Public Property,Tree fallen on parked vehicles,In Progress,Website,Low,55.0,nan
GRV-2563,2024-10-29,,,Sewage & Drainage,Manhole cover missing – safety hazard,In Progress,Walk-In,Medium,18.0,nan
GRV-2564,2025-12-15,2026-01-12,Ward-02,Water Supply,Water pipeline leakage on main road,Resolved,Walk-In,High,51.0,1.0
GRV-2565,2025-05-19,2025-05-29,Ward-18,Waste Management,Illegal dumping of waste on street,Closed,Phone Call,Medium,39.0,5.0
GRV-2566,2025-02-05,2025-02-20,Ward-14,Water Supply,Low water pressure in pipes,Closed,WhatsApp,Low,28.0,3.0
GRV-2567,2025-07-07,2025-07-20,Ward-17,Road & Infrastructure,Large pothole causing accidents on highway,Resolved,Phone Call,Medium,26.0,2.0
GRV-2568,2025-01-28,,Ward-02,Waste Management,Illegal dumping of waste on street,Open,Website,Low,29.0,nan
GRV-2569,2024-11-13,,Ward-13,Public Property,Stray dogs attacking residents near park,In Progress,Walk-In,Medium,21.0,nan
GRV-2570,2025-01-17,,Ward-05,Water Supply,Dirty/contaminated water coming from tap,Open,Phone Call,Medium,,nan
GRV-2571,2025-05-31,,Ward-03,Street Lighting,Short circuit sparks from street light,In Progress,WhatsApp,Medium,55.0,nan
GRV-2572,2024-11-15,,Ward-09,Public Property,Stray dogs attacking residents near park,Open,Walk-In,Low,64.0,nan
GRV-2573,2025-02-12,,Ward-10,Water Supply,Water meter not working properly,Open,Mobile App,Medium,36.0,nan
GRV-2574,2025-02-24,,Ward-01,Street Lighting,Frequent power fluctuation in area,Open,,Medium,30.0,nan
GRV-2575,2025-08-02,,Ward-07,Waste Management,No waste bins available in the area,In Progress,Mobile App,High,39.0,nan
GRV-2576,2025-09-18,,Ward-02,Sewage & Drainage,Blocked drain causing flooding in colony,In Progress,WhatsApp,Medium,,nan
GRV-2577,2024-12-13,,,Public Property,Park benches broken and vandalised,In Progress,Phone Call,Medium,24.0,nan
GRV-2578,2025-08-28,,Ward-13,Sewage & Drainage,Sewage overflowing onto road,Open,Walk-In,Critical,27.0,nan
GRV-2579,2026-01-24,,Ward-01,Road & Infrastructure,Road completely waterlogged after rain,Open,Website,Low,44.0,nan
GRV-2580,2025-11-28,2025-11-30,Ward-03,Water Supply,Dirty/contaminated water coming from tap,Resolved,Walk-In,Critical,65.0,2.0
GRV-2581,2026-03-29,2026-04-14,,Water Supply,Low water pressure in pipes,Resolved,Mobile App,Medium,42.0,5.0
GRV-2582,2025-07-13,,Ward-07,Water Supply,Dirty/contaminated water coming from tap,Open,WhatsApp,Low,74.0,nan
GRV-2583,2025-04-06,2025-04-16,Ward-04,Sewage & Drainage,Manhole cover missing – safety hazard,Closed,Walk-In,Low,25.0,1.0
GRV-2584,2024-12-10,,Ward-13,Road & Infrastructure,Broken footpath causing injury to pedestrians,Open,Phone Call,Low,,nan
GRV-2585,2026-03-19,,Ward-09,Waste Management,No waste bins available in the area,Open,WhatsApp,Medium,,nan
GRV-2586,2025-08-04,,Ward-20,Water Supply,Low water pressure in pipes,In Progress,Website,Critical,74.0,nan
GRV-2587,2025-03-21,2025-04-04,Ward-19,Water Supply,Water meter not working properly,Resolved,Walk-In,Low,45.0,2.0
GRV-2588,2025-11-24,,Ward-13,Water Supply,Water meter not working properly,Open,Walk-In,Medium,39.0,nan
GRV-2589,2025-03-07,,Ward-16,Public Property,Tree fallen on parked vehicles,Rejected,Mobile App,Medium,43.0,nan
GRV-2590,2025-06-14,,,Sewage & Drainage,Sewage mixing with drinking water pipeline,In Progress,WhatsApp,Medium,26.0,nan
GRV-2591,2026-01-22,,Ward-01,Waste Management,Garbage truck does not come on schedule,In Progress,Walk-In,Low,29.0,nan
GRV-2592,2025-02-21,,Ward-14,Noise & Pollution,Construction noise beyond permitted hours,Open,Walk-In,Medium,57.0,nan
GRV-2593,2025-05-10,,Ward-10,Water Supply,Low water pressure in pipes,In Progress,Walk-In,Low,62.0,nan
GRV-2594,2025-11-23,,Ward-20,Waste Management,Garbage not collected for a week,Open,Website,High,22.0,nan
GRV-2595,2025-05-12,,Ward-02,Road & Infrastructure,Road completely waterlogged after rain,Open,WhatsApp,High,73.0,nan
GRV-2596,2026-02-25,2026-03-09,Ward-08,Street Lighting,Electric pole fallen on road – dangerous,Resolved,Phone Call,Medium,57.0,2.0
GRV-2597,2025-10-09,,Ward-08,Waste Management,Garbage truck does not come on schedule,Open,Walk-In,Medium,71.0,nan
GRV-2598,2024-11-03,,Ward-15,Street Lighting,Broken street light reported multiple times,Open,Mobile App,Low,,nan
GRV-2599,2025-07-16,,Ward-02,Street Lighting,Street lights not working for 2 weeks,Rejected,Walk-In,Critical,64.0,nan
GRV-2600,2025-11-27,,Ward-18,Waste Management,Garbage not collected for a week,Open,Walk-In,Low,65.0,nan
GRV-2601,2025-04-21,2025-05-15,Ward-10,Water Supply,Water pipeline leakage on main road,Resolved,Walk-In,High,50.0,3.0
GRV-2602,2025-08-28,,Ward-08,Waste Management,No waste bins available in the area,Open,,Medium,35.0,nan
GRV-2603,2025-10-08,,Ward-07,Sewage & Drainage,Manhole cover missing – safety hazard,Rejected,Phone Call,High,58.0,nan
GRV-2604,2025-09-21,,Ward-12,Street Lighting,Street lights not working for 2 weeks,Rejected,Website,Medium,53.0,nan
GRV-2605,2025-06-11,,Ward-20,Street Lighting,Short circuit sparks from street light,In Progress,Website,High,54.0,nan
GRV-2606,2025-04-01,,Ward-13,Noise & Pollution,Loud music from nearby event venue,Open,Website,High,31.0,nan
GRV-2607,2026-03-15,,Ward-05,Noise & Pollution,Burning of garbage creating air pollution,In Progress,WhatsApp,High,47.0,nan
GRV-2608,2024-11-15,,Ward-15,Road & Infrastructure,Speed breaker removed without notice,In Progress,,Low,31.0,nan
GRV-2609,2024-10-28,,Ward-11,Sewage & Drainage,Sewage mixing with drinking water pipeline,In Progress,Walk-In,High,52.0,nan
GRV-2610,2025-01-22,2025-02-18,,Waste Management,Overflowing dustbin near bus stop,Closed,Mobile App,Low,,2.0
GRV-2611,2025-07-30,,Ward-14,Sewage & Drainage,Foul smell from open drainage channel,In Progress,Website,Critical,66.0,nan
GRV-2612,2025-01-05,,Ward-19,Road & Infrastructure,Speed breaker removed without notice,In Progress,Mobile App,Medium,73.0,nan
GRV-2613,2025-05-05,,Ward-19,Water Supply,No water supply for 3 days,In Progress,Walk-In,Low,21.0,nan
GRV-2614,2026-03-28,2026-04-06,Ward-12,Street Lighting,Electric pole fallen on road – dangerous,Resolved,WhatsApp,High,25.0,5.0
GRV-2615,2025-08-07,2025-09-06,Ward-13,Public Property,Tree fallen on parked vehicles,Resolved,Website,High,21.0,3.0
GRV-2616,2024-12-17,,Ward-12,Waste Management,No waste bins available in the area,Open,Mobile App,Medium,58.0,nan
GRV-2617,2025-06-15,,Ward-15,Public Property,Public toilet locked / not accessible,Open,,Critical,23.0,nan
GRV-2618,2026-01-23,,Ward-19,Waste Management,Illegal dumping of waste on street,Open,Walk-In,Low,61.0,nan
GRV-2619,2025-07-20,2025-07-31,Ward-13,Noise & Pollution,Construction noise beyond permitted hours,Resolved,Website,High,,1.0
GRV-2620,2026-02-03,2026-02-05,Ward-14,Water Supply,Water meter not working properly,Closed,Walk-In,High,23.0,2.0
GRV-2621,2025-06-11,,Ward-18,Road & Infrastructure,Broken footpath causing injury to pedestrians,In Progress,Website,Medium,25.0,nan
GRV-2622,2025-05-24,2025-05-27,Ward-03,Public Property,Stray dogs attacking residents near park,Resolved,Mobile App,Medium,63.0,5.0
GRV-2623,2025-12-13,2025-12-26,Ward-09,Noise & Pollution,Burning of garbage creating air pollution,Resolved,Walk-In,Critical,45.0,1.0
GRV-2624,2026-01-07,,Ward-06,Street Lighting,Electric pole fallen on road – dangerous,Open,Website,Low,51.0,nan
GRV-2625,2026-02-21,,Ward-10,Water Supply,Water pipeline leakage on main road,In Progress,Website,Low,22.0,nan
GRV-2626,2026-02-14,2026-02-23,Ward-07,Road & Infrastructure,Road completely waterlogged after rain,Resolved,Website,Low,,1.0
GRV-2627,2025-02-02,,Ward-07,Water Supply,Water pipeline leakage on main road,In Progress,Walk-In,Low,65.0,nan
GRV-2628,2025-09-08,2025-09-09,Ward-07,Public Property,Public toilet locked / not accessible,Resolved,Phone Call,Critical,,4.0
GRV-2629,2025-07-16,,Ward-20,Noise & Pollution,Loud music from nearby event venue,In Progress,Mobile App,High,39.0,nan
GRV-2630,2025-03-22,,Ward-13,Waste Management,Garbage not collected for a week,Open,Mobile App,Low,33.0,nan
GRV-2631,2025-12-09,,Ward-16,Road & Infrastructure,Large pothole causing accidents on highway,In Progress,Website,Medium,34.0,nan
GRV-2632,2026-02-21,,Ward-01,Water Supply,No water supply for 3 days,Open,WhatsApp,High,29.0,nan
GRV-2633,2025-03-17,,Ward-01,Water Supply,No water supply for 3 days,Open,Website,Medium,,nan
GRV-2634,2024-11-30,2024-12-06,Ward-16,Noise & Pollution,Burning of garbage creating air pollution,Closed,Phone Call,Medium,34.0,1.0
GRV-2635,2026-03-16,2026-03-17,Ward-11,Road & Infrastructure,Broken footpath causing injury to pedestrians,Resolved,Phone Call,High,55.0,1.0
GRV-2636,2025-10-20,,Ward-02,Road & Infrastructure,Speed breaker removed without notice,In Progress,Phone Call,High,23.0,nan
GRV-2637,2025-11-11,,Ward-13,Noise & Pollution,Construction noise beyond permitted hours,Open,Walk-In,Low,45.0,nan
GRV-2638,2024-11-11,,Ward-08,Water Supply,Water meter not working properly,Open,Phone Call,Medium,73.0,nan
GRV-2639,2025-03-27,,Ward-07,Public Property,Stray dogs attacking residents near park,In Progress,Mobile App,Critical,36.0,nan
GRV-2640,2025-01-14,,Ward-12,Noise & Pollution,Burning of garbage creating air pollution,Open,Mobile App,Critical,34.0,nan
GRV-2641,2026-03-06,2026-03-27,Ward-08,Public Property,Tree fallen on parked vehicles,Resolved,WhatsApp,Medium,39.0,4.0
GRV-2642,2025-06-22,2025-07-22,,Public Property,Encroachment on footpath by shop owners,Resolved,Phone Call,Medium,45.0,2.0
GRV-2643,2025-06-21,2025-07-09,Ward-10,Street Lighting,Street lights not working for 2 weeks,Resolved,WhatsApp,Low,71.0,1.0
GRV-2644,2025-11-11,2025-11-18,Ward-17,Waste Management,Garbage truck does not come on schedule,Closed,Mobile App,Low,32.0,4.0
GRV-2645,2024-10-16,,Ward-18,Noise & Pollution,Construction noise beyond permitted hours,Open,Website,Low,71.0,nan
GRV-2646,2025-12-21,,Ward-18,Street Lighting,Street lights not working for 2 weeks,In Progress,Walk-In,Low,54.0,nan
GRV-2647,2025-07-17,,Ward-01,Waste Management,Garbage not collected for a week,Open,Walk-In,Critical,50.0,nan
GRV-2648,2025-10-05,2025-10-18,Ward-08,Road & Infrastructure,Speed breaker removed without notice,Resolved,Phone Call,Medium,22.0,5.0
GRV-2649,2025-12-18,2026-01-15,Ward-18,Public Property,Park benches broken and vandalised,Resolved,Website,Low,35.0,2.0
GRV-2650,2025-09-25,2025-10-23,Ward-19,Public Property,Tree fallen on parked vehicles,Closed,WhatsApp,Low,,4.0
GRV-2651,2025-03-11,2025-03-14,Ward-13,Road & Infrastructure,Speed breaker removed without notice,Closed,WhatsApp,Critical,56.0,2.0
GRV-2652,2025-11-05,,Ward-04,Street Lighting,Frequent power fluctuation in area,Open,Phone Call,Low,74.0,nan
GRV-2653,2025-01-01,2025-01-17,Ward-07,Water Supply,Dirty/contaminated water coming from tap,Resolved,Mobile App,Medium,18.0,4.0
GRV-2654,2025-11-07,,Ward-19,Waste Management,Illegal dumping of waste on street,Rejected,Mobile App,Medium,64.0,nan
GRV-2655,2025-03-09,,Ward-13,Sewage & Drainage,Sewage mixing with drinking water pipeline,Open,Website,Medium,27.0,nan
GRV-2656,2024-10-17,,Ward-20,Road & Infrastructure,Road completely waterlogged after rain,In Progress,WhatsApp,Low,63.0,nan
GRV-2657,2025-01-05,,Ward-15,Street Lighting,Street lights not working for 2 weeks,In Progress,Phone Call,Low,65.0,nan
GRV-2658,2025-09-25,,Ward-15,Road & Infrastructure,Road completely waterlogged after rain,In Progress,Walk-In,Medium,,nan
GRV-2659,2025-03-01,,Ward-10,Waste Management,Garbage not collected for a week,In Progress,WhatsApp,Critical,,nan
GRV-2660,2025-05-24,,Ward-19,Water Supply,Dirty/contaminated water coming from tap,Rejected,Website,Medium,21.0,nan
GRV-2661,2025-06-18,,Ward-13,Waste Management,No waste bins available in the area,Open,Mobile App,Critical,51.0,nan
GRV-2662,2026-01-05,2026-02-02,Ward-07,Road & Infrastructure,Road completely waterlogged after rain,Resolved,Walk-In,High,52.0,1.0
GRV-2663,2025-10-14,2025-11-04,Ward-13,Water Supply,Low water pressure in pipes,Closed,Phone Call,Critical,53.0,5.0
GRV-2664,2024-10-24,,,Public Property,Public toilet locked / not accessible,Rejected,WhatsApp,Medium,54.0,nan
GRV-2665,2025-08-03,,Ward-13,Street Lighting,Short circuit sparks from street light,Rejected,,Medium,20.0,nan
GRV-2666,2025-01-26,,Ward-07,Sewage & Drainage,Foul smell from open drainage channel,Open,WhatsApp,Medium,26.0,nan
GRV-2667,2026-03-09,2026-04-03,,Waste Management,Illegal dumping of waste on street,Resolved,WhatsApp,High,64.0,4.0
GRV-2668,2026-03-06,,Ward-06,Water Supply,Dirty/contaminated water coming from tap,In Progress,WhatsApp,Low,44.0,nan
GRV-2669,2025-03-25,,Ward-05,Public Property,Stray dogs attacking residents near park,Open,Walk-In,Low,48.0,nan
GRV-2670,2025-11-02,2025-11-19,Ward-01,Public Property,Public toilet locked / not accessible,Resolved,Phone Call,High,70.0,3.0
GRV-2671,2025-10-17,2025-11-08,Ward-05,Sewage & Drainage,Sewage overflowing onto road,Resolved,Website,Critical,22.0,1.0
GRV-2672,2025-11-01,2025-11-12,,Street Lighting,Frequent power fluctuation in area,Closed,Mobile App,Medium,65.0,3.0
GRV-2673,2025-03-17,2025-03-27,Ward-04,Street Lighting,Frequent power fluctuation in area,Closed,WhatsApp,Medium,52.0,5.0
GRV-2674,2024-10-11,,Ward-13,Sewage & Drainage,Manhole cover missing – safety hazard,Rejected,Walk-In,Low,58.0,nan
GRV-2675,2024-10-03,,Ward-20,Waste Management,No waste bins available in the area,In Progress,Walk-In,Medium,20.0,nan
GRV-2676,2025-11-28,2025-12-26,,Street Lighting,Street lights not working for 2 weeks,Resolved,Website,Low,44.0,2.0
GRV-2677,2024-10-13,,Ward-04,Public Property,Stray dogs attacking residents near park,In Progress,Mobile App,Low,45.0,nan
GRV-2678,2025-03-08,,Ward-19,Street Lighting,Broken street light reported multiple times,Open,WhatsApp,Critical,38.0,nan
GRV-2679,2025-07-06,2025-07-21,Ward-04,Street Lighting,Electric pole fallen on road – dangerous,Resolved,WhatsApp,Low,47.0,4.0
GRV-2680,2026-03-23,,Ward-05,Street Lighting,Short circuit sparks from street light,Open,Mobile App,Medium,40.0,nan
GRV-2681,2025-06-16,,Ward-01,Public Property,Encroachment on footpath by shop owners,Open,Website,Medium,,nan
GRV-2682,2025-08-21,,Ward-17,Sewage & Drainage,Sewage mixing with drinking water pipeline,In Progress,WhatsApp,Medium,43.0,nan
GRV-2683,2025-02-09,2025-02-24,Ward-07,Noise & Pollution,Construction noise beyond permitted hours,Resolved,Mobile App,Low,,5.0
GRV-2684,2026-01-27,,Ward-15,Sewage & Drainage,Blocked drain causing flooding in colony,Open,Phone Call,Low,74.0,nan
GRV-2685,2024-11-05,,Ward-06,Waste Management,Garbage truck does not come on schedule,Open,Mobile App,Medium,73.0,nan
GRV-2686,2025-01-22,,Ward-04,Noise & Pollution,Construction noise beyond permitted hours,Open,WhatsApp,Low,35.0,nan
GRV-2687,2024-12-08,,Ward-01,Sewage & Drainage,Blocked drain causing flooding in colony,In Progress,Walk-In,Medium,,nan
GRV-2688,2025-11-21,2025-11-29,Ward-15,Sewage & Drainage,Foul smell from open drainage channel,Resolved,Walk-In,Medium,73.0,2.0
GRV-2689,2025-08-18,,Ward-12,Public Property,Tree fallen on parked vehicles,In Progress,WhatsApp,Medium,60.0,nan
GRV-2690,2025-07-21,2025-07-31,Ward-02,Waste Management,Garbage not collected for a week,Resolved,Walk-In,Low,69.0,3.0
GRV-2691,2025-09-02,2025-09-22,Ward-07,Waste Management,Illegal dumping of waste on street,Closed,Walk-In,Medium,35.0,2.0
GRV-2692,2024-10-05,,Ward-05,Waste Management,Garbage truck does not come on schedule,In Progress,WhatsApp,Medium,34.0,nan
GRV-2693,2025-06-20,,Ward-06,Sewage & Drainage,Foul smell from open drainage channel,Open,Website,Medium,32.0,nan
GRV-2694,2025-07-12,2025-08-10,Ward-05,Road & Infrastructure,Speed breaker removed without notice,Closed,WhatsApp,Low,49.0,2.0
GRV-2695,2024-12-09,,Ward-07,Public Property,Tree fallen on parked vehicles,Rejected,Phone Call,Medium,46.0,nan
GRV-2696,2026-02-16,2026-03-15,Ward-14,Public Property,Encroachment on footpath by shop owners,Resolved,Walk-In,Medium,53.0,1.0
GRV-2697,2025-03-30,,Ward-20,Noise & Pollution,Loud music from nearby event venue,In Progress,Walk-In,Low,28.0,nan
GRV-2698,2025-03-05,,Ward-18,Water Supply,Water meter not working properly,Open,Website,Low,61.0,nan
GRV-2699,2024-10-25,,Ward-11,Public Property,Park benches broken and vandalised,In Progress,Phone Call,Low,36.0,nan
GRV-2700,2025-01-14,,Ward-04,Noise & Pollution,Factory emitting foul-smelling smoke,Open,Website,Critical,57.0,nan
GRV-2701,2025-04-22,,Ward-04,Waste Management,No waste bins available in the area,Rejected,Walk-In,Medium,60.0,nan
GRV-2702,2025-04-28,2025-05-17,Ward-16,Road & Infrastructure,Road construction debris not cleared,Resolved,,Low,44.0,1.0
GRV-2703,2024-12-10,2024-12-13,Ward-18,Road & Infrastructure,Road construction debris not cleared,Closed,Phone Call,Medium,62.0,5.0
GRV-2704,2025-03-30,,Ward-13,Water Supply,Low water pressure in pipes,Open,Walk-In,Medium,74.0,nan
GRV-2705,2026-02-28,,Ward-13,Public Property,Encroachment on footpath by shop owners,In Progress,,Medium,59.0,nan
GRV-2706,2024-12-20,,Ward-17,Waste Management,Illegal dumping of waste on street,Open,,High,47.0,nan
GRV-2707,2025-08-05,,Ward-19,Public Property,Public toilet locked / not accessible,Open,Phone Call,Low,71.0,nan
GRV-2708,2026-03-25,2026-03-27,Ward-08,Public Property,Tree fallen on parked vehicles,Resolved,WhatsApp,Medium,33.0,5.0
GRV-2709,2025-02-10,,Ward-12,Street Lighting,Frequent power fluctuation in area,In Progress,Website,Medium,49.0,nan
GRV-2710,2025-08-12,,Ward-08,Road & Infrastructure,Speed breaker removed without notice,In Progress,Phone Call,Medium,37.0,nan
GRV-2711,2025-12-18,,Ward-11,Water Supply,Dirty/contaminated water coming from tap,In Progress,Mobile App,Medium,28.0,nan
GRV-2712,2025-09-07,2025-09-29,Ward-06,Water Supply,Low water pressure in pipes,Closed,WhatsApp,Low,71.0,2.0
GRV-2713,2025-07-06,,Ward-16,Public Property,Tree fallen on parked vehicles,In Progress,,High,61.0,nan
GRV-2714,2025-03-30,2025-04-07,Ward-05,Water Supply,Water pipeline leakage on main road,Resolved,Website,Medium,57.0,3.0
GRV-2715,2025-01-28,2025-02-22,Ward-13,Public Property,Encroachment on footpath by shop owners,Resolved,Mobile App,Medium,48.0,1.0
GRV-2716,2025-07-16,2025-08-06,Ward-18,Noise & Pollution,Construction noise beyond permitted hours,Resolved,Phone Call,Low,53.0,4.0
GRV-2717,2025-02-09,2025-02-22,Ward-02,Public Property,Encroachment on footpath by shop owners,Resolved,WhatsApp,Medium,21.0,5.0
GRV-2718,2026-03-19,2026-04-04,Ward-06,Waste Management,Garbage truck does not come on schedule,Closed,Mobile App,Medium,50.0,3.0
GRV-2719,2025-10-24,,Ward-02,Waste Management,Garbage truck does not come on schedule,In Progress,Website,Medium,26.0,nan
GRV-2720,2025-03-24,,Ward-11,Waste Management,Illegal dumping of waste on street,Rejected,Walk-In,High,26.0,nan
GRV-2721,2025-12-12,,Ward-16,Noise & Pollution,Construction noise beyond permitted hours,Open,,Low,24.0,nan
GRV-2722,2025-07-23,2025-08-07,Ward-19,Waste Management,Garbage not collected for a week,Resolved,Website,Low,22.0,4.0
GRV-2723,2025-12-27,2026-01-07,Ward-02,Road & Infrastructure,Road construction debris not cleared,Resolved,Website,High,56.0,5.0
GRV-2724,2024-10-12,,Ward-01,Noise & Pollution,Loud music from nearby event venue,Open,WhatsApp,Medium,,nan
GRV-2725,2024-12-16,,Ward-12,Road & Infrastructure,Broken footpath causing injury to pedestrians,Open,Walk-In,Medium,34.0,nan
GRV-2726,2026-03-06,,Ward-07,Water Supply,No water supply for 3 days,In Progress,Mobile App,Medium,71.0,nan
GRV-2727,2025-12-02,,Ward-16,Waste Management,No waste bins available in the area,Open,Mobile App,Low,,nan
GRV-2728,2025-04-22,,Ward-13,Public Property,Tree fallen on parked vehicles,Open,Phone Call,Low,74.0,nan
GRV-2729,2025-06-11,,Ward-09,Street Lighting,Frequent power fluctuation in area,In Progress,Mobile App,Critical,28.0,nan
GRV-2730,2025-08-25,,Ward-12,Public Property,Stray dogs attacking residents near park,Open,Website,Low,65.0,nan
GRV-2731,2025-03-13,,Ward-10,Noise & Pollution,Factory emitting foul-smelling smoke,Open,Mobile App,Low,61.0,nan
GRV-2732,2025-04-09,2025-05-05,Ward-06,Street Lighting,Electric pole fallen on road – dangerous,Closed,Walk-In,Critical,59.0,3.0
GRV-2733,2024-11-16,,Ward-16,Public Property,Tree fallen on parked vehicles,Open,WhatsApp,Medium,67.0,nan
GRV-2734,2026-03-01,,Ward-13,Public Property,Public toilet locked / not accessible,Open,WhatsApp,High,47.0,nan
GRV-2735,2025-09-06,,Ward-04,Public Property,Stray dogs attacking residents near park,Open,Mobile App,Low,66.0,nan
GRV-2736,2026-01-17,,Ward-08,Road & Infrastructure,Road construction debris not cleared,Open,Mobile App,Medium,57.0,nan
GRV-2737,2026-03-07,,Ward-01,Road & Infrastructure,Speed breaker removed without notice,Rejected,Website,Medium,61.0,nan
GRV-2738,2025-02-23,,Ward-14,Road & Infrastructure,Speed breaker removed without notice,Open,Walk-In,Medium,52.0,nan
GRV-2739,2026-01-07,,Ward-09,Public Property,Encroachment on footpath by shop owners,Open,Mobile App,High,38.0,nan
GRV-2740,2026-02-14,2026-02-18,Ward-14,Public Property,Public toilet locked / not accessible,Resolved,Walk-In,Medium,39.0,5.0
GRV-2741,2024-12-13,2024-12-31,Ward-17,Noise & Pollution,Construction noise beyond permitted hours,Resolved,WhatsApp,Low,34.0,2.0
GRV-2742,2025-10-11,2025-10-15,Ward-05,Noise & Pollution,Dust from road construction affecting residents,Resolved,Walk-In,Low,56.0,2.0
GRV-2743,2024-11-30,,Ward-07,Street Lighting,Street lights not working for 2 weeks,Open,Walk-In,Medium,21.0,nan
GRV-2744,2024-10-08,,Ward-02,Sewage & Drainage,Blocked drain causing flooding in colony,Open,Website,Medium,45.0,nan
GRV-2745,2025-04-11,,Ward-14,Road & Infrastructure,Road completely waterlogged after rain,Open,Website,Low,55.0,nan
